Player,Team,Role,Captain,ViceCaptain,Matched_Player,API_Name,Suggested_Match,Match_Type,Matches,Runs,Wickets,Catches,Stumpings,RunOuts,Batting_Points,Bowling_Points,Fielding_Points,Base_Points,Multiplier,Points,snapshot_time
tawanda muyeye,sd,,False,False,,,adam milne,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
adien markram,lg,,False,False,aiden markram,Aiden Markram,,exact/alias,1,1,0,0,0,0,1,0,0,5,1,5,2026-07-25T22:27:30.442256+00:00
joe root,f9,,True,False,joe root,Joe Root,,exact/alias,2,44,0,1,0,0,48,0,8,64,2,128,2026-07-25T22:27:30.442256+00:00
james vince,ssw,,False,False,james vince,James Vince,,exact/alias,2,83,0,0,0,0,115,0,0,123,1,123,2026-07-25T22:27:30.442256+00:00
ben duckett,cc,,False,False,ben duckett,Ben Duckett,,exact/alias,1,49,0,0,0,0,64,0,0,68,1,68,2026-07-25T22:27:30.442256+00:00
matthew short,lg,,False,False,matthew short,Matthew Short,,exact/alias,2,28,1,1,0,0,33,25,8,74,1,74,2026-07-25T22:27:30.442256+00:00
zak crawley,lg,,False,False,zak crawley,Zak Crawley,,exact/alias,2,13,0,0,0,0,12,0,0,20,1,20,2026-07-25T22:27:30.442256+00:00
marcus stoinis,f9,,False,False,marcus stoinis,Marcus Stoinis,,exact/alias,1,31,1,0,0,0,42,33,0,79,1,79,2026-07-25T22:27:30.442256+00:00
sam curran,ssw,,True,False,sam curran,Sam Curran,,exact/alias,2,60,2,1,0,0,84,61,8,161,2,322,2026-07-25T22:27:30.442256+00:00
liam livingstone,sd,,False,False,liam livingstone,Liam Livingstone,,exact/alias,1,69,2,1,0,1,98,61,14,177,1,177,2026-07-25T22:27:30.442256+00:00
will jacks,f9,,False,False,will jacks,Will Jacks,,exact/alias,2,14,0,0,0,0,16,0,0,24,1,24,2026-07-25T22:27:30.442256+00:00
jamie overton,cc,,True,False,jamie overton,Jamie Overton,,exact/alias,1,1,0,1,0,0,1,0,8,13,2,26,2026-07-25T22:27:30.442256+00:00
rehan ahmed,ssw,,False,False,rehan ahmed,Rehan Ahmed,,exact/alias,1,48,0,0,0,0,65,0,0,69,1,69,2026-07-25T22:27:30.442256+00:00
noor ahmed,f9,,False,False,noor ahmad,Noor Ahmad,,fuzzy:90.0,1,2,0,0,0,0,2,0,0,6,1,6,2026-07-25T22:27:30.442256+00:00
brydon carse,ssw,,False,False,brydon carse,Brydon Carse,,exact/alias,2,4,2,0,0,0,4,53,0,65,1,65,2026-07-25T22:27:30.442256+00:00
richard gleeson,ssw,,False,False,richard gleeson,Richard Gleeson,,exact/alias,2,0,5,0,0,0,0,151,0,159,1,159,2026-07-25T22:27:30.442256+00:00
josh tougue,sd,,False,False,josh tongue,Josh Tongue,,exact/alias,1,1,1,0,0,0,1,25,0,30,1,30,2026-07-25T22:27:30.442256+00:00
luke wood,f9,,False,False,luke wood,Luke Wood,,exact/alias,2,2,0,0,0,0,2,0,0,10,1,10,2026-07-25T22:27:30.442256+00:00
nathan sowter,f9,,False,False,nathan sowter,Nathan Sowter,,exact/alias,1,0,0,2,0,0,0,0,16,20,1,20,2026-07-25T22:27:30.442256+00:00
jofra archer,cc,,False,False,jofra archer,Jofra Archer,,exact/alias,2,4,0,0,0,0,4,0,0,12,1,12,2026-07-25T22:27:30.442256+00:00
lockie fergunson,sd,,False,False,lockie ferguson,Lockie Ferguson,,exact/alias,2,0,4,0,0,0,0,134,0,142,1,142,2026-07-25T22:27:30.442256+00:00
adam milne,f9,,False,False,adam milne,Adam Milne,,exact/alias,1,0,1,0,0,0,0,33,0,37,1,37,2026-07-25T22:27:30.442256+00:00
marco jasen,sd,,False,False,marco jansen,Marco Jansen,,exact/alias,2,4,2,0,0,1,5,53,6,72,1,72,2026-07-25T22:27:30.442256+00:00
adam zampa,cc,,False,False,adam zampa,Adam Zampa,,exact/alias,1,0,2,0,0,0,0,69,0,73,1,73,2026-07-25T22:27:30.442256+00:00
tymal mills,cc,,False,False,tymal mills,Tymal Mills,,exact/alias,1,0,0,0,0,0,0,0,0,4,1,4,2026-07-25T22:27:30.442256+00:00
adil rashid,sd,,False,False,adil rashid,Adil Rashid,,exact/alias,2,0,3,0,0,0,0,83,0,91,1,91,2026-07-25T22:27:30.442256+00:00
usman tariq,lg,,False,False,usman tariq,Usman Tariq,,exact/alias,1,0,2,0,0,0,0,53,0,57,1,57,2026-07-25T22:27:30.442256+00:00
nathan ellis,f9,,False,False,nathan ellis,Nathan Ellis,,exact/alias,2,0,2,0,0,0,-2,58,0,64,1,64,2026-07-25T22:27:30.442256+00:00
phil salt,lg,,False,False,phil salt,Phil Salt,,exact/alias,1,0,0,0,0,1,0,0,6,10,1,10,2026-07-25T22:27:30.442256+00:00
finn allen,sd,,False,False,finn allen,Finn Allen,,exact/alias,1,43,0,1,0,0,60,0,8,72,1,72,2026-07-25T22:27:30.442256+00:00
tom banton,lg,,False,False,tom banton,Tom Banton,,exact/alias,1,67,0,1,0,0,96,0,8,108,1,108,2026-07-25T22:27:30.442256+00:00
lhuan dra p,lg,,False,False,lhuan dre pretorius,Lhuan-dre Pretorius,,fuzzy_margin:81.08108108108108,1,12,0,0,0,0,15,0,0,19,1,19,2026-07-25T22:27:30.442256+00:00
ryan rickelton,ssw,,False,False,ryan rickelton,Ryan Rickelton,,exact/alias,2,62,0,0,0,0,80,0,0,88,1,88,2026-07-25T22:27:30.442256+00:00
jonny bairstow,f9,,False,False,,,sonny baker,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
jordan cox,cc,,False,False,jordan cox,Jordan Cox,,exact/alias,2,23,0,1,0,0,26,0,8,42,1,42,2026-07-25T22:27:30.442256+00:00
james rew,f9,,False,False,james rew,James Rew,,exact/alias,1,0,0,0,0,1,-2,0,6,8,1,8,2026-07-25T22:27:30.442256+00:00
tom kohler,cc,,False,False,,,tom moores,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
tom abell,sd,,False,False,,,tom alsop,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
josh fillpi,lg,,False,False,,,philip salt,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
david miller,ssw,,False,False,david miller,David Miller,,exact/alias,2,53,0,2,0,0,64,0,16,88,1,88,2026-07-25T22:27:30.442256+00:00
jason roy,ssw,,False,False,jason roy,Jason Roy,,exact/alias,2,14,0,2,0,0,14,0,16,38,1,38,2026-07-25T22:27:30.442256+00:00
will smeed,ssw,,False,False,will smeed,Will Smeed,,exact/alias,1,51,0,0,0,0,74,0,0,78,1,78,2026-07-25T22:27:30.442256+00:00
joe clarke,sd,,False,False,joe clarke,Joe Clarke,,exact/alias,1,68,0,2,0,0,98,0,16,118,1,118,2026-07-25T22:27:30.442256+00:00
tristan stubbs,cc,,False,False,tristan stubbs,Tristan Stubbs,,exact/alias,2,47,0,1,0,0,61,0,8,77,1,77,2026-07-25T22:27:30.442256+00:00
laurie evans,sd,,False,False,,,marco jansen,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
dan lawrence,sd,,False,False,dan lawrence,Dan Lawrence,,exact/alias,2,53,0,1,0,0,78,0,8,94,1,94,2026-07-25T22:27:30.442256+00:00
david willey,lg,,False,False,david willey,David Willey,,exact/alias,1,0,1,0,0,0,0,25,0,29,1,29,2026-07-25T22:27:30.442256+00:00
nikhil chaudhary,ssw,,False,False,nikhil chaudhary,Nikhil Chaudhary,,exact/alias,2,33,2,0,0,0,37,61,0,106,1,106,2026-07-25T22:27:30.442256+00:00
rachin ravindra,cc,,False,False,rachin ravindra,Rachin Ravindra,,exact/alias,2,122,1,2,0,1,160,25,22,215,1,215,2026-07-25T22:27:30.442256+00:00
mitchell marsh,lg,,False,False,mitchell marsh,Mitchell Marsh,,exact/alias,2,110,0,1,0,0,155,0,8,171,1,171,2026-07-25T22:27:30.442256+00:00
mitchell owen,ssw,,False,False,mitchell owen,Mitchell Owen,,exact/alias,1,6,1,1,0,0,8,25,8,45,1,45,2026-07-25T22:27:30.442256+00:00
craig overton,cc,,False,False,craig overton,Craig Overton,,exact/alias,1,4,0,1,0,0,4,0,8,16,1,16,2026-07-25T22:27:30.442256+00:00
chris woakes,f9,,False,False,chris woakes,Chris Woakes,,exact/alias,2,0,1,0,0,1,0,25,6,39,1,39,2026-07-25T22:27:30.442256+00:00
tom curran,cc,,False,False,tom curran,Tom Curran,,exact/alias,2,10,2,0,0,0,11,50,0,69,1,69,2026-07-25T22:27:30.442256+00:00
liam dawson,lg,,False,False,liam dawson,Liam Dawson,,exact/alias,1,9,1,0,0,0,10,33,0,47,1,47,2026-07-25T22:27:30.442256+00:00
mitchell santner,cc,,False,False,mitchell santner,Mitchell Santner,,exact/alias,1,7,0,0,0,0,7,0,0,11,1,11,2026-07-25T22:27:30.442256+00:00
chris wood,lg,,False,False,,,chris jordan,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
gus atkinson,f9,,False,False,gus atkinson,Gus Atkinson,,exact/alias,1,6,2,2,0,0,7,53,16,80,1,80,2026-07-25T22:27:30.442256+00:00
mustafizur rahman,ssw,,False,False,,,sam curran,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
chris jordan,ssw,,False,False,chris jordan,Chris Jordan,,exact/alias,2,7,1,2,0,0,8,25,16,57,1,57,2026-07-25T22:27:30.442256+00:00
saqib mahmood,lg,,False,False,saqib mahmood,Saqib Mahmood,,exact/alias,1,0,0,0,0,0,0,0,0,4,1,4,2026-07-25T22:27:30.442256+00:00
reece topley,lg,,False,False,,,peter willey,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
bradley currie,lg,,False,False,,,scott currie,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-25T22:27:30.442256+00:00
trent boult,sd,,False,False,trent boult,Trent Boult,,exact/alias,2,0,2,0,0,2,0,58,18,84,1,84,2026-07-25T22:27:30.442256+00:00
matthew potts,f9,,False,False,matthew potts,Matthew Potts,,exact/alias,2,9,1,0,0,0,10,25,0,43,1,43,2026-07-25T22:27:30.442256+00:00
matt henry,cc,,False,False,matt henry,Matt Henry,,exact/alias,1,0,0,0,0,0,0,0,0,4,1,4,2026-07-25T22:27:30.442256+00:00
nikolas pooran,sd,,True,False,nicholas pooran,Nicholas Pooran,,exact/alias,2,75,0,2,1,1,108,0,34,150,2,300,2026-07-26T22:32:09.015297+00:00
heinrich klaseen,f9,,False,False,heinrich klaasen,Heinrich Klaasen,,exact/alias,2,37,0,0,0,0,43,0,0,51,1,51,2026-07-26T22:32:09.015297+00:00
ollie pope,sd,,False,False,,,laurie evans,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
tim seifert,ssw,,False,False,tim seifert,Tim Seifert,,exact/alias,2,68,0,1,0,0,95,0,8,111,1,111,2026-07-26T22:32:09.015297+00:00
sam billings,cc,,False,False,sam billings,Sam Billings,,exact/alias,2,34,0,1,0,1,41,0,14,63,1,63,2026-07-26T22:32:09.015297+00:00
tom alsop,sd,,False,False,tom alsop,Tom Alsop,,exact/alias,2,52,0,1,0,0,68,0,8,84,1,84,2026-07-26T22:32:09.015297+00:00
jos buttler,lg,,True,False,jos buttler,Jos Buttler,,exact/alias,2,106,0,0,1,0,141,0,12,161,2,322,2026-07-26T22:32:09.015297+00:00
thomas rew,f9,,False,False,thomas rew,Thomas Rew,,exact/alias,1,41,0,0,0,0,53,0,0,57,1,57,2026-07-26T22:32:09.015297+00:00
donavan ferreria,cc,,False,False,donovan ferreira,Donovan Ferreira,,exact/alias,2,45,0,1,0,2,55,0,20,83,1,83,2026-07-26T22:32:09.015297+00:00
jamie smith,ssw,,False,False,jamie smith,Jamie Smith,,exact/alias,2,33,0,0,0,1,45,0,6,59,1,59,2026-07-26T22:32:09.015297+00:00
asa tribe,cc,,False,False,asa tribe,Asa Tribe,,exact/alias,2,11,0,1,0,0,12,0,8,28,1,28,2026-07-26T22:32:09.015297+00:00
dewald bevis,sd,,False,False,dewald brevis,Dewald Brevis,,exact/alias,2,61,0,1,0,0,77,0,8,93,1,93,2026-07-26T22:32:09.015297+00:00
harry brook,ssw,,False,False,harry brook,Harry Brook,,exact/alias,2,11,0,1,0,0,13,0,8,29,1,29,2026-07-26T22:32:09.015297+00:00
tim david,f9,,False,False,tim david,Tim David,,exact/alias,2,11,0,0,0,0,11,0,0,19,1,19,2026-07-26T22:32:09.015297+00:00
tawanda muyeye,sd,,False,False,,,adam milne,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
adien markram,lg,,False,False,aiden markram,Aiden Markram,,exact/alias,2,7,0,0,0,0,7,0,0,15,1,15,2026-07-26T22:32:09.015297+00:00
joe root,f9,,True,False,joe root,Joe Root,,exact/alias,2,44,0,1,0,0,48,0,8,64,2,128,2026-07-26T22:32:09.015297+00:00
james vince,ssw,,False,False,james vince,James Vince,,exact/alias,2,83,0,0,0,0,115,0,0,123,1,123,2026-07-26T22:32:09.015297+00:00
ben duckett,cc,,False,False,ben duckett,Ben Duckett,,exact/alias,2,124,0,1,0,0,170,0,8,186,1,186,2026-07-26T22:32:09.015297+00:00
matthew short,lg,,False,False,matthew short,Matthew Short,,exact/alias,2,28,1,1,0,0,33,25,8,74,1,74,2026-07-26T22:32:09.015297+00:00
zak crawley,lg,,False,False,zak crawley,Zak Crawley,,exact/alias,2,13,0,0,0,0,12,0,0,20,1,20,2026-07-26T22:32:09.015297+00:00
marcus stoinis,f9,,False,False,marcus stoinis,Marcus Stoinis,,exact/alias,1,31,1,0,0,0,42,33,0,79,1,79,2026-07-26T22:32:09.015297+00:00
sam curran,ssw,,True,False,sam curran,Sam Curran,,exact/alias,2,60,2,1,0,0,84,61,8,161,2,322,2026-07-26T22:32:09.015297+00:00
liam livingstone,sd,,False,False,liam livingstone,Liam Livingstone,,exact/alias,2,102,2,1,0,1,141,61,14,224,1,224,2026-07-26T22:32:09.015297+00:00
will jacks,f9,,False,False,will jacks,Will Jacks,,exact/alias,2,14,0,0,0,0,16,0,0,24,1,24,2026-07-26T22:32:09.015297+00:00
jamie overton,cc,,True,False,jamie overton,Jamie Overton,,exact/alias,2,10,1,1,0,0,12,25,8,53,2,106,2026-07-26T22:32:09.015297+00:00
rehan ahmed,ssw,,False,False,rehan ahmed,Rehan Ahmed,,exact/alias,2,48,2,1,0,0,63,53,8,132,1,132,2026-07-26T22:32:09.015297+00:00
noor ahmed,f9,,False,False,noor ahmad,Noor Ahmad,,fuzzy:90.0,2,2,2,0,0,0,2,61,0,71,1,71,2026-07-26T22:32:09.015297+00:00
brydon carse,ssw,,False,False,brydon carse,Brydon Carse,,exact/alias,2,4,2,0,0,0,4,53,0,65,1,65,2026-07-26T22:32:09.015297+00:00
richard gleeson,ssw,,False,False,richard gleeson,Richard Gleeson,,exact/alias,2,0,5,0,0,0,0,151,0,159,1,159,2026-07-26T22:32:09.015297+00:00
josh tougue,sd,,False,False,josh tongue,Josh Tongue,,exact/alias,2,1,3,0,0,0,1,94,0,103,1,103,2026-07-26T22:32:09.015297+00:00
luke wood,f9,,False,False,luke wood,Luke Wood,,exact/alias,2,2,0,0,0,0,2,0,0,10,1,10,2026-07-26T22:32:09.015297+00:00
nathan sowter,f9,,False,False,nathan sowter,Nathan Sowter,,exact/alias,1,0,0,2,0,0,0,0,16,20,1,20,2026-07-26T22:32:09.015297+00:00
jofra archer,cc,,False,False,jofra archer,Jofra Archer,,exact/alias,2,4,0,0,0,0,4,0,0,12,1,12,2026-07-26T22:32:09.015297+00:00
lockie fergunson,sd,,False,False,lockie ferguson,Lockie Ferguson,,exact/alias,2,0,4,0,0,0,0,134,0,142,1,142,2026-07-26T22:32:09.015297+00:00
adam milne,f9,,False,False,adam milne,Adam Milne,,exact/alias,2,1,3,1,0,0,1,86,8,103,1,103,2026-07-26T22:32:09.015297+00:00
marco jasen,sd,,False,False,marco jansen,Marco Jansen,,exact/alias,2,4,2,0,0,1,5,53,6,72,1,72,2026-07-26T22:32:09.015297+00:00
adam zampa,cc,,False,False,adam zampa,Adam Zampa,,exact/alias,2,0,2,0,0,0,0,69,0,77,1,77,2026-07-26T22:32:09.015297+00:00
tymal mills,cc,,False,False,tymal mills,Tymal Mills,,exact/alias,1,0,0,0,0,0,0,0,0,4,1,4,2026-07-26T22:32:09.015297+00:00
adil rashid,sd,,False,False,adil rashid,Adil Rashid,,exact/alias,2,0,3,0,0,0,0,83,0,91,1,91,2026-07-26T22:32:09.015297+00:00
usman tariq,lg,,False,False,usman tariq,Usman Tariq,,exact/alias,2,2,2,0,0,0,2,53,0,63,1,63,2026-07-26T22:32:09.015297+00:00
nathan ellis,f9,,False,False,nathan ellis,Nathan Ellis,,exact/alias,2,0,2,0,0,0,-2,58,0,64,1,64,2026-07-26T22:32:09.015297+00:00
phil salt,lg,,False,False,phil salt,Phil Salt,,exact/alias,1,0,0,0,0,1,0,0,6,10,1,10,2026-07-26T22:32:09.015297+00:00
finn allen,sd,,False,False,finn allen,Finn Allen,,exact/alias,2,43,0,1,0,1,58,0,14,80,1,80,2026-07-26T22:32:09.015297+00:00
tom banton,lg,,False,False,tom banton,Tom Banton,,exact/alias,2,89,0,1,0,0,122,0,8,138,1,138,2026-07-26T22:32:09.015297+00:00
lhuan dra p,lg,,False,False,lhuan dre pretorius,Lhuan-dre Pretorius,,fuzzy_margin:81.08108108108108,2,36,0,0,0,0,45,0,0,53,1,53,2026-07-26T22:32:09.015297+00:00
ryan rickelton,ssw,,False,False,ryan rickelton,Ryan Rickelton,,exact/alias,2,62,0,0,0,0,80,0,0,88,1,88,2026-07-26T22:32:09.015297+00:00
jonny bairstow,f9,,False,False,jonny bairstow,Jonny Bairstow,,exact/alias,1,0,0,1,0,0,-2,0,8,10,1,10,2026-07-26T22:32:09.015297+00:00
jordan cox,cc,,False,False,jordan cox,Jordan Cox,,exact/alias,2,23,0,1,0,0,26,0,8,42,1,42,2026-07-26T22:32:09.015297+00:00
james rew,f9,,False,False,james rew,James Rew,,exact/alias,2,26,0,1,0,1,29,0,14,51,1,51,2026-07-26T22:32:09.015297+00:00
tom kohler,cc,,False,False,,,tom moores,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
tom abell,sd,,False,False,,,tom alsop,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
josh fillpi,lg,,False,False,,,jos buttler,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
david miller,ssw,,False,False,david miller,David Miller,,exact/alias,2,53,0,2,0,0,64,0,16,88,1,88,2026-07-26T22:32:09.015297+00:00
jason roy,ssw,,False,False,jason roy,Jason Roy,,exact/alias,2,14,0,2,0,0,14,0,16,38,1,38,2026-07-26T22:32:09.015297+00:00
will smeed,ssw,,False,False,will smeed,Will Smeed,,exact/alias,2,59,0,0,0,0,84,0,0,92,1,92,2026-07-26T22:32:09.015297+00:00
joe clarke,sd,,False,False,joe clarke,Joe Clarke,,exact/alias,2,88,0,3,0,0,121,0,24,153,1,153,2026-07-26T22:32:09.015297+00:00
tristan stubbs,cc,,False,False,tristan stubbs,Tristan Stubbs,,exact/alias,2,47,0,1,0,0,61,0,8,77,1,77,2026-07-26T22:32:09.015297+00:00
laurie evans,sd,,False,False,laurie evans,Laurie Evans,,exact/alias,1,13,0,0,0,0,15,0,0,19,1,19,2026-07-26T22:32:09.015297+00:00
dan lawrence,sd,,False,False,dan lawrence,Dan Lawrence,,exact/alias,2,53,0,1,0,0,78,0,8,94,1,94,2026-07-26T22:32:09.015297+00:00
david willey,lg,,False,False,david willey,David Willey,,exact/alias,2,11,2,0,0,0,13,50,0,71,1,71,2026-07-26T22:32:09.015297+00:00
nikhil chaudhary,ssw,,False,False,nikhil chaudhary,Nikhil Chaudhary,,exact/alias,2,33,2,0,0,0,37,61,0,106,1,106,2026-07-26T22:32:09.015297+00:00
rachin ravindra,cc,,False,False,rachin ravindra,Rachin Ravindra,,exact/alias,2,122,1,2,0,1,160,25,22,215,1,215,2026-07-26T22:32:09.015297+00:00
mitchell marsh,lg,,False,False,mitchell marsh,Mitchell Marsh,,exact/alias,2,110,0,1,0,0,155,0,8,171,1,171,2026-07-26T22:32:09.015297+00:00
mitchell owen,ssw,,False,False,mitchell owen,Mitchell Owen,,exact/alias,2,19,1,1,0,1,24,25,14,71,1,71,2026-07-26T22:32:09.015297+00:00
craig overton,cc,,False,False,craig overton,Craig Overton,,exact/alias,2,24,2,2,0,0,28,53,16,105,1,105,2026-07-26T22:32:09.015297+00:00
chris woakes,f9,,False,False,chris woakes,Chris Woakes,,exact/alias,2,0,1,0,0,1,0,25,6,39,1,39,2026-07-26T22:32:09.015297+00:00
tom curran,cc,,False,False,tom curran,Tom Curran,,exact/alias,2,10,2,0,0,0,11,50,0,69,1,69,2026-07-26T22:32:09.015297+00:00
liam dawson,lg,,False,False,liam dawson,Liam Dawson,,exact/alias,2,15,4,0,0,0,17,116,0,141,1,141,2026-07-26T22:32:09.015297+00:00
mitchell santner,cc,,False,False,mitchell santner,Mitchell Santner,,exact/alias,2,14,1,2,0,0,15,25,16,64,1,64,2026-07-26T22:32:09.015297+00:00
chris wood,lg,,False,False,,,chris jordan,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
gus atkinson,f9,,False,False,gus atkinson,Gus Atkinson,,exact/alias,2,6,3,4,0,0,7,78,32,125,1,125,2026-07-26T22:32:09.015297+00:00
mustafizur rahman,ssw,,False,False,,,sam curran,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
chris jordan,ssw,,False,False,chris jordan,Chris Jordan,,exact/alias,2,7,1,2,0,0,8,25,16,57,1,57,2026-07-26T22:32:09.015297+00:00
saqib mahmood,lg,,False,False,saqib mahmood,Saqib Mahmood,,exact/alias,2,0,1,0,0,0,-2,25,0,31,1,31,2026-07-26T22:32:09.015297+00:00
reece topley,lg,,False,False,,,peter willey,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
bradley currie,lg,,False,False,,,scott currie,no_stats_yet,0,0,0,0,0,0,0,0,0,0,1,0,2026-07-26T22:32:09.015297+00:00
trent boult,sd,,False,False,trent boult,Trent Boult,,exact/alias,2,0,2,0,0,2,0,58,18,84,1,84,2026-07-26T22:32:09.015297+00:00
matthew potts,f9,,False,False,matthew potts,Matthew Potts,,exact/alias,2,9,1,0,0,0,10,25,0,43,1,43,2026-07-26T22:32:09.015297+00:00
matt henry,cc,,False,False,matt henry,Matt Henry,,exact/alias,2,0,1,1,0,0,0,25,8,41,1,41,2026-07-26T22:32:09.015297+00:00
